final_decision,title,salary_text,regional_slice,classification_reason,review_scope,employer,location,posted_date,closing_date,classification,jobg8_check,jobg8_candidate_title,jobg8_candidate_employer,jobg8_match_score,employment_type,ontap_region,geo_cluster,geography_status,geography_reason,geography_lookup_key,slice_status,publish_eligible,source_job_id,source_url,manual_action,migration_status,factual_fingerprint,discovery_routes,source
SELECTED,Reprographics Administrator,"£26,053.00 - £27,191.00 Annually (Actual) Scale 4 point 7-10",London / admin_service,Clear admin/service title: administrator,REVIEW NOW,The Sydney Russell School,"Dagenham, London, RM9 5QT",2026-06-24,2026-09-04T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,dagenham,LIVE,YES,reprographics-administrator-bb959af5-cf9a-47b5-9c83-740a36b9e12c,https://teaching-vacancies.service.gov.uk/jobs/reprographics-administrator-bb959af5-cf9a-47b5-9c83-740a36b9e12c,,,4adbb5f2680805816e88ee10137d889363773a29f8ec5e8ab820afa5e27eb446,"[{""page"": 27, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 7, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,SEN Administrative Assistant,"£13,891.00 - £15,113.00 Annually (FTE) Partnership Grade 5 (£27,782pa - £30,226pa FTE)",London / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Cuddington Community Primary School,"Worcester Park, South East, KT4 7DD",2026-04-29,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,worcester park,LIVE,YES,sen-administrative-assistant-9f0c4fa6-782a-4d62-be80-5a33930422aa,https://teaching-vacancies.service.gov.uk/jobs/sen-administrative-assistant-9f0c4fa6-782a-4d62-be80-5a33930422aa,,,fd1a3ea5a9146db152c955b75f3fdb7df85d3045be8af4f01ac471710aa1051a,"[{""page"": 7, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Senior Data Administrator,"38,256 FTE - £39,276 FTE. NJC Grade 7 SCP 23 - 25 (Outer London)",London / admin_service,"Clear admin/service title: administrator, data administrator",REVIEW NOW,The Beckmead Trust,"London, EC1V 1JX",2026-08-26,2026-09-30T00:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,london,LIVE,YES,senior-data-administrator,https://teaching-vacancies.service.gov.uk/jobs/senior-data-administrator,,,c064416c5f27166e032b2169144aa77066401d966ad23062069eecb00b84d700,"[{""page"": 51, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 12, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Supported Learning Funding Administrator 0.4 FTE,"Between £35,200 and £37,300",London / admin_service,Clear admin/service title: administrator,REVIEW NOW,New City College,"London, London, E14 0AF",2026-08-27,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,london,LIVE,YES,supported-learning-funding-administrator-0-4-fte,https://teaching-vacancies.service.gov.uk/jobs/supported-learning-funding-administrator-0-4-fte,,,f30afb30c38a40af979c51108cc750d116808073076f8b65c660ed9ac070328c,"[{""page"": 2, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 3, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Supported Learning Funding Administrator 0.6 FTE,"Between £35,200 and £37,300",London / admin_service,Clear admin/service title: administrator,REVIEW NOW,New City College,"London, London, E14 0AF",2026-08-27,2026-08-31T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,london,LIVE,YES,supported-learning-funding-administrator-0-6-fte-new-city-college,https://teaching-vacancies.service.gov.uk/jobs/supported-learning-funding-administrator-0-6-fte-new-city-college,,,5590f6c45d71cbc6f5be41e2863a1bf090b52d47740d4097a228af67143e7007,"[{""page"": 2, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 3, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Welfare Administrator,"£20,559.00 - £23,767.00 Annually (Actual) Pay rise expected from September following Board approval.",London / admin_service,Clear admin/service title: administrator,REVIEW NOW,Saracens High School,"London, London, NW9 4AS",2026-08-24,2026-09-06T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],London,London,ROUTED,Exact locality match in geo_lookup.xlsx,london,LIVE,YES,welfare-administrator-3dd90b50-3a52-43fe-9d80-f9dcd6216326,https://teaching-vacancies.service.gov.uk/jobs/welfare-administrator-3dd90b50-3a52-43fe-9d80-f9dcd6216326,,,af4bdca5a26b79f06e968b15bee52f86891d4e055516856344068303e6402b4c,"[{""page"": 7, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Administration Assistant,"£25,583.00 Annually (FTE)",Merseyside - Liverpool / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,The Beacon Church of England Primary School,"Liverpool, North West, L5 3QG",2026-08-04,2026-09-01T23:59:00+01:00,HC,No plausible JobG8 match,,,,"['FULL_TIME', 'PART_TIME']",Merseyside - Liverpool,Merseyside - Liverpool,ROUTED,Exact locality match in geo_lookup.xlsx,liverpool,LIVE,YES,administration-assistant-the-beacon-church-of-england-primary-school,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-the-beacon-church-of-england-primary-school,,,54413cf712ace5c00e8995fd5a654e609b1949c8e7962ad24fd09439785a3f4f,"[{""page"": 16, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Receptionist,"£21,588.00 - £21,930.00 Annually (Actual) Please see recruitment pack for further details - Term Time Only",Merseyside - Liverpool / admin_service,Clear admin/service title: receptionist,REVIEW NOW,King's Leadership Academy Wavertree,"Liverpool, North West, L13 1HD",2026-08-06,2026-09-13T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Merseyside - Liverpool,Merseyside - Liverpool,ROUTED,Exact locality match in geo_lookup.xlsx,liverpool,LIVE,YES,receptionist-king-s-leadership-academy-wavertree-liverpool,https://teaching-vacancies.service.gov.uk/jobs/receptionist-king-s-leadership-academy-wavertree-liverpool,,,0b9b14ab4c1467274fb32118e3b10864178aa3729bde48cbe33ee33c61349fa7,"[{""page"": 44, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 4, ""query"": ""receptionist"", ""route"": ""keyword:receptionist""}]",Teaching Vacancies
SELECTED,Administration Assistant,"Salary: Support Staff Pay Scale D: £22,374 to £22,729 pro-rata per annum (Actual) (£25,583 - £25,989 full time/full year equivalent)",Norfolk / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Jane Austen College,"Norwich, East of England, NR3 1DD",2026-08-14,2026-09-10T01:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,norwich,LIVE,YES,administration-assistant-d18e39b3-4741-40c0-9bbf-2a5916965727,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-d18e39b3-4741-40c0-9bbf-2a5916965727,,,724efa9fa5ba790ea57c3e92f0bbaf91fa0cdd1a7fee7fcfe7787789684efa59,"[{""page"": 39, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administration Assistant,"£8,830.00 - £8,970.00 Annually (FTE)",Norfolk / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Fakenham Junior School,"Fakenham, East of England, NR21 8BN",2026-08-27,2026-09-11T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,fakenham,LIVE,YES,administration-assistant-fakenham-junior-school,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-fakenham-junior-school,,,f39faf831b170ef09761d20fab3084397d82187f562716d6ada38dfa8f8b0861,"[{""page"": 42, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administration Assistant,"Support Staff Pay Scale D: £22,374 to £22,729 pro-rata per annum (Actual) (£25,583 - £25,989 full time/full year equivalent)",Norfolk / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Queensway Junior Academy,"Thetford, East of England, IP24 3DP",2026-08-28,2026-09-10T01:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,thetford,LIVE,YES,administration-assistant-queensway-junior-academy,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-queensway-junior-academy,,,c4219cc254372923cf3e85795a2fc84cbd08895dc2094fc56071cba3bd98902f,"[{""page"": 39, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Attendance Officer,"£9,168 - £9,772 actual pa",Norfolk / admin_service,Clear admin/service title: attendance officer,REVIEW NOW,Diss Church of England Junior Academy,"Diss, East of England, IP22 4NT",2026-08-20,2026-09-04T01:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,diss,LIVE,YES,attendance-officer-diss-church-of-england-junior-academy-diss,https://teaching-vacancies.service.gov.uk/jobs/attendance-officer-diss-church-of-england-junior-academy-diss,,,143b7a8d39f562c4fbb73c37bf1ced97141434d5d5480a6c8bf6dc17b1631113,"[{""page"": 23, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Receptionist,"Salary: Support Staff Pay Scale C: £12,894 to £13,096 pro-rata per annum (Actual) (£24,796 - £25,185 full time/full year equivalent)",Norfolk / admin_service,Clear admin/service title: receptionist,REVIEW NOW,Hewett Academy,"Norwich, East of England, NR1 2PL",2026-08-06,2026-09-01T01:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,norwich,LIVE,YES,receptionist-hewett-academy-norwich-norfolk,https://teaching-vacancies.service.gov.uk/jobs/receptionist-hewett-academy-norwich-norfolk,,,990179e32e820c801ce59601f0ba66b8c7f731640433c519d0f5e8ec668b6aba,"[{""page"": 10, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 2, ""query"": ""receptionist"", ""route"": ""keyword:receptionist""}]",Teaching Vacancies
SELECTED,School Administrator,"£25,989.00 - £26,403.00 Annually (FTE) £9,022 - £9,165 Actual salary",Norfolk / admin_service,Clear admin/service title: administrator,REVIEW NOW,Angel Road Infant School,"Norwich, East of England, NR3 3HR",2026-07-31,2026-09-11T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,norwich,LIVE,YES,school-administrator-angel-road-infant-school,https://teaching-vacancies.service.gov.uk/jobs/school-administrator-angel-road-infant-school,,,9e3405af1ee7b5ba234543879c287d01b76530e31d63c1f79e5c06935cc13264,"[{""page"": 43, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 10, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Secretary,£15.06 - £16.07 per hour,Norfolk / admin_service,Clear admin/service title: secretary,REVIEW NOW,Fleggburgh CofE Primary School,"Great Yarmouth, East of England, NR29 3AG",2026-07-16,2026-09-07T01:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Norfolk,Norfolk,ROUTED,Exact locality match in geo_lookup.xlsx,great yarmouth,LIVE,YES,secretary-fleggburgh-cofe-primary-school-great-yarmouth-norfolk,https://teaching-vacancies.service.gov.uk/jobs/secretary-fleggburgh-cofe-primary-school-great-yarmouth-norfolk,,,4b7217b81762597f8ec78d4aae594c69b35e380403c3c5975b49c8e2b4285aee,"[{""page"": 31, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administrative Assistant Level 3,"£26,403.00 - £27,254.00 (£22,646 - £23,376)",North East / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Gosforth Academy,"Newcastle-upon-Tyne, North East, NE3 2JH",2026-08-27,2026-09-10T09:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],North East,"North East - Tyneside, Wearside & Northumberland",ROUTED,Exact locality match in geo_lookup.xlsx,newcastle upon tyne,LIVE,YES,administrative-assistant-level-3-gosforth-academy-newcastle-upon-tyne-tyne-and-wear,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-level-3-gosforth-academy-newcastle-upon-tyne-tyne-and-wear,,,9e1bdba9ff641bb2093767001042df2b5a930eafbf3703b5538f202b81937596,"[{""page"": 3, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Administrative Assistant Level 3,"BB04 £26,403 - £27,254 per annum pro rata",North East / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Sacred Heart Catholic High School,"Newcastle-upon-Tyne, North East, NE4 9YH",2026-08-13,2026-09-03T09:00:59+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],North East,"North East - Tyneside, Wearside & Northumberland",ROUTED,Exact locality match in geo_lookup.xlsx,newcastle upon tyne,LIVE,YES,administrative-assistant-level-3-sacred-heart-catholic-high-school,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-level-3-sacred-heart-catholic-high-school,,,efba484b296e0dc97829bab00fec8c13f328160365ba19a84a3dd7320934a011,"[{""page"": 22, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 2, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Admin Assistant,"£25,185.00 - £25,583.00 Annually (FTE) pay award pending",Northamptonshire / admin_service,Clear admin/service title: admin assistant,REVIEW NOW,Barry Primary School,"Northampton, East Midlands, NN1 5JS",2026-08-18,2026-09-08T17:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Northamptonshire,Northamptonshire,ROUTED,Exact locality match in geo_lookup.xlsx,northampton,LIVE,YES,admin-assistant-barry-primary-school,https://teaching-vacancies.service.gov.uk/jobs/admin-assistant-barry-primary-school,,,b62095106145be161528f0bdaf567d0ab9edee7ee080a0cb6407ca43f34eab15,"[{""page"": 37, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Attendance Officer,"£25,583.00 - £25,989.00 Annually (FTE) salary grade - GAT 4, hours per week - 31, weeks per year - 39",Northamptonshire / admin_service,Clear admin/service title: attendance officer,REVIEW NOW,Studfall Infant Academy,"Corby, East Midlands, NN17 2BP",2026-08-05,2026-09-04T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Northamptonshire,Northamptonshire,ROUTED,Exact locality match in geo_lookup.xlsx,corby,LIVE,YES,attendance-officer-studfall-infant-academy,https://teaching-vacancies.service.gov.uk/jobs/attendance-officer-studfall-infant-academy,,,c0bebdbecc75f67eead992acddb4bef3f818090c26a3a43fc6b8a897324bf396,"[{""page"": 27, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administration Assistant,"£25,588.00 (actual salary £21,848.22)",Nottinghamshire / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Horizons Academy,"Mansfield, East Midlands, NG18 2DP",2026-08-13,2026-09-06T23:59:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Nottinghamshire,Nottinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,mansfield,LIVE,YES,administration-assistant-horizons-academy,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-horizons-academy,,,f6f97a59ea42f0840efc57a6e42cc520715530761c895d780beea2269b8b20ba,"[{""page"": 30, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administrative Assistant,"£24,796.00 - £25,583.00 Annually (FTE) Salary will be paid pro rate based on term time weeks and hours worked",Nottinghamshire / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Christ The King Voluntary Academy,"Nottingham, East Midlands, NG5 7JZ",2026-07-21,2026-09-01T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Nottinghamshire,Nottinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,nottingham,LIVE,YES,administrative-assistant-8cc06080-4f90-4fa2-9942-346474e89b5e,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-8cc06080-4f90-4fa2-9942-346474e89b5e,,,1596477af103822603c2aafed29b5a1894f36fef4c9e255a15fa6989155ccc1a,"[{""page"": 17, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Administrative Assistant - Sixth Form and Work-Related Learning,"£25,989.00 - £27,254.00 Annually (FTE) Salary will be paid pro rate based on term time weeks and hours worked",Nottinghamshire / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Christ The King Voluntary Academy,"Nottingham, East Midlands, NG5 7JZ",2026-08-19,2026-09-02T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Nottinghamshire,Nottinghamshire,ROUTED,Exact locality match in geo_lookup.xlsx,nottingham,LIVE,YES,administrative-assistant-sixth-form-and-work-related-learning,https://teaching-vacancies.service.gov.uk/jobs/administrative-assistant-sixth-form-and-work-related-learning,,,e2db5b2181a3e134f4f9d6d4987fb8b27642dfe8fe01c0674f6d8b33213e75f4,"[{""page"": 2, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Attendance Administrator,"£26,824.00 - £29,065.00 Annually (FTE) Support Staff NJC grade 6, SCP 8-13. 30 hours per week/38 weeks per year. Actual annual salary in the region of £18,235.86 - £19,759.37",Oxfordshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Faringdon Community College,"Faringdon, South East, SN7 7LB",2026-08-24,2026-09-14T12:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact postcode match in geo_lookup.xlsx,sn7 7lb,LIVE,YES,attendance-administrator-faringdon-community-college,https://teaching-vacancies.service.gov.uk/jobs/attendance-administrator-faringdon-community-college,,,c84234c07a4c867af718e19687d7a3687fc550714654e60f0af1a6edabb2d781,"[{""page"": 47, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Educational Visits Administrator,"£26,824.00 - £29,065.00 Annually (FTE) Support Staff NJC grade 6, SCP 8-13. 30 hours per week/38 weeks per year. Actual annual salary in the region of £18,235.86 - £19,759.37",Oxfordshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Faringdon Community College,"Faringdon, South East, SN7 7LB",2026-08-03,2026-09-02T12:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact postcode match in geo_lookup.xlsx,sn7 7lb,LIVE,YES,educational-visits-administrator-faringdon-community-college-faringdon-oxfordshire,https://teaching-vacancies.service.gov.uk/jobs/educational-visits-administrator-faringdon-community-college-faringdon-oxfordshire,,,1536b7c65ef7138e688413e80eb8234b0339f2bbba3384bbfb2ddc81f790c83f,"[{""page"": 19, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 5, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Grade 6 Office Administrator,"£26,824.00 - £29,064.00 Annually (FTE) Grade 6 Actual Annual Salary £23,940",Oxfordshire / admin_service,"Clear admin/service title: administrator, office administrator",REVIEW NOW,St Philip and James' Church of England Aided Primary School Oxford,"Oxford, South East, OX2 6AB",2026-08-27,2026-09-14T12:00:00+01:00,HC,No plausible JobG8 match,,,,['FULL_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact locality match in geo_lookup.xlsx,oxford,LIVE,YES,grade-6-office-administrator-3e4de74e-af8a-4ee3-b949-0a2e141ed8ab,https://teaching-vacancies.service.gov.uk/jobs/grade-6-office-administrator-3e4de74e-af8a-4ee3-b949-0a2e141ed8ab,,,af07c6e2ea149f4b4ad119cb9a7c6c065bf1cc9a4758fbe52b95b3996f0be647,"[{""page"": 46, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}, {""page"": 4, ""query"": ""office"", ""route"": ""keyword:office""}]",Teaching Vacancies
SELECTED,Inclusion Administrator,"£26,824.00 - £29,065.00 Annually (FTE) Support Staff NJC grade 6, SCP 8-13. 30 hours per week/38 weeks per year. Actual annual salary in the region of £18,235.86 - £19,759.37",Oxfordshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Faringdon Community College,"Faringdon, South East, SN7 7LB",2026-08-03,2026-09-02T12:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact postcode match in geo_lookup.xlsx,sn7 7lb,LIVE,YES,inclusion-administrator-640b849f-52fe-4514-87fa-cda0310e4990,https://teaching-vacancies.service.gov.uk/jobs/inclusion-administrator-640b849f-52fe-4514-87fa-cda0310e4990,,,2c7df1f2e68fbdbcf6ffbf249283183c300f25bed97000f60dcd61ff561366ea,"[{""page"": 19, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 5, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Reception & Administrative Assistant,"£12,219.17 - £13,326.70 Annually (Actual) Grade 6 - Working a Wednesday, Thursday and Friday 8.30-15.30 (with a 30 min break)",Oxfordshire / admin_service,Clear admin/service title: administrative assistant,REVIEW NOW,Meadowbrook College,"Oxford, South East, OX3 0PG",2026-07-07,2026-09-01T08:00:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact locality match in geo_lookup.xlsx,oxford,LIVE,YES,reception-administrative-assistant-93d935ac-3894-44fe-84cc-ea67bd3c9571,https://teaching-vacancies.service.gov.uk/jobs/reception-administrative-assistant-93d935ac-3894-44fe-84cc-ea67bd3c9571,,,a17f33fa54a14a48f4b660265ba9bfbf537f47efe0b2898537e9091ba3e53d0d,"[{""page"": 11, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",Teaching Vacancies
SELECTED,Receptionist - part time considered,"£23,620.60 - £25,593.97 Annually (Actual) Grade 6 term time + 2 weeks £23620.20 - 25593.97 (FTE £26824 - £29065)",Oxfordshire / admin_service,Clear admin/service title: receptionist,REVIEW NOW,Gosford Hill School,"Kidlington, South East, OX5 2NT",2026-07-17,2026-08-30T23:59:00+01:00,HC,No plausible JobG8 match,,,,"['FULL_TIME', 'PART_TIME']",Oxfordshire,Oxfordshire,ROUTED,Exact locality match in geo_lookup.xlsx,kidlington,LIVE,YES,receptionist-part-time-considered,https://teaching-vacancies.service.gov.uk/jobs/receptionist-part-time-considered,,,09b808bf4d3e947b22f599c154eb5e428b5c5eb38e5c1d6d4f20758b12c61de3,"[{""page"": 2, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""receptionist"", ""route"": ""keyword:receptionist""}]",Teaching Vacancies
SELECTED,School Administrator,"£26,824.00 - £29,064.00 Annually (FTE) Paid pro rata. Actual salary £12157",Oxfordshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Carterton Primary School,"Carterton, South East, OX18 3AD",2026-07-01,2026-09-02T23:59:00+01:00,HC,No plausible JobG8 match,,,,['PART_TIME'],Oxfordshire,Oxfordshire,ROUTED,Exact postcode match in geo_lookup.xlsx,ox18 3ad,LIVE,YES,school-administrator-4e6e25cf-c80f-4e62-864c-657610d00946,https://teaching-vacancies.service.gov.uk/jobs/school-administrator-4e6e25cf-c80f-4e62-864c-657610d00946,,,6445e1bb793b17257cb24de3dadf596f223fd1913f35ece33bb72ca2ee15e2e3,"[{""page"": 20, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 5, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Sixth Form Administrator / Team Leader,"£28,140.00 Annually (Actual) Actual salary based on 37 hours per week, term time plus 2 weeks work in the summer holidays. The full-time equivalent salary is £31,537 to £34,434 per annum",Oxfordshire / admin_service,Clear admin/service title: administrator,REVIEW NOW,Lord Williams's School,"Thame, South East, OX9 2AQ",2026-08-18,2026-09-04T09:00:00+01:00,HC,No plausible JobG8 match,,,,"['FULL_TIME', 'PART_TIME']",Oxfordshire,Oxfordshire,ROUTED,Exact locality match in geo_lookup.xlsx,thame,LIVE,YES,sixth-form-administrator-team-leader,https://teaching-vacancies.service.gov.uk/jobs/sixth-form-administrator-team-leader,,,39675ab49f458edabeb9d2bfd1783934384eb4475953fdd18eb571a7df31d65b,"[{""page"": 24, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Administration Assistant (SEND),"£8,062 - £8,787",Somerset / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Winterstoke Hundred Academy,"Weston-Super-Mare, South West, BS24 8EE",2026-08-18,2026-08-31T23:59:59+01:00,HC,No plausible JobG8 match,,,,"['FULL_TIME', 'PART_TIME']",Somerset,Somerset,ROUTED,Exact locality match in geo_lookup.xlsx,weston super mare,LIVE,YES,administration-assistant-send-winterstoke-hundred-academy,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-send-winterstoke-hundred-academy,,,588c894e22bc304271f29fa46890c9d5bc24802c912330c9619e2232c6d59e45,"[{""page"": 10, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
SELECTED,Administration Assistant – Attendance (Level 1),"£22,947 - £25,010 (Based on hours/working weeks)",Somerset / admin_service,Clear admin/service title: administration assistant,REVIEW NOW,Kingsmead Academy,"Taunton, South West, TA4 2NE",2026-08-13,2026-08-30T23:59:59+01:00,HC,No plausible JobG8 match,,,,"['FULL_TIME', 'PART_TIME']",Somerset,Somerset,ROUTED,Exact locality match in geo_lookup.xlsx,taunton,LIVE,YES,administration-assistant-attendance-level-1,https://teaching-vacancies.service.gov.uk/jobs/administration-assistant-attendance-level-1,,,06441a592219c2370fb60da94f5a6ed1225e4852a41a033acfe4fdcf31f40b3c,"[{""page"": 2, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
