title,classification,review_status,reason,count_in_feed,west_south_regions_seen,example_towns
Senior Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior DC Pensions Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Redhill (1)
Senior Finance Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Financial Services Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Leicester (1)
Senior Group Risk & Healthcare Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Weybridge (1)
Senior IFA Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,4,,Maidstone (1); Leicester (1); York (1); Not Specified (1)
"Senior IFA Administrator / Team Leader - London/ Hybrid - £45,000 + Excellent Bonus & Benefits",REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior IFA Administrator/Trainee Paraplanner,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Insolvency Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,5,,Not Specified (2); Fareham (1); Manchester (1); Sale (1)
Senior Pensions Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,10,,Sheffield (1); Not Specified (1); Bristol (1); Basingstoke (1); Croydon (1)
Senior Pensions Administrator (Defined Benefit),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Manchester (1)
Senior Pensions Project Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Croydon (1)
Senior Pensions Projects Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Redhill (1)
Senior Trust and Corporate Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Senior Wealth Planning Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Service Administrator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,7,,Bristol (1)
SIPP Property Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,3,,Glasgow (1); Perth (1); Edinburgh (1)
SSC Professional Qualifications Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,City (1)
Supply Chain Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,2,,Camberley (1); Runcorn (1)
Support Services Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Totnes (1)
Support/Housing Management Coordinator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: coordinator,1,,Durham (1)
Technical Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Uttoxeter (1)
Technical Administrator (experienced with SAP),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Technical Fleet Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Leicester (1)
Technical IFA Administrator / Junior Paraplanner,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Technical License Administrator / Tech Licence Support,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Huntingdon (1)
Trainee Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Winchester (1)
Trainee Sales Administrator - Technical Sales Progression,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Stoke-on-trent (1)
Transport Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,3,,Crewe (1); Wellingborough (1); Northallerton (1)
Transport Administrator (Customs),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Rugby (1)
Vehicle Health Check Sales Advisor - Kia,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: sales advisor,1,,Lincoln (1)
Warehouse Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Crewe (1)
Wealth Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Exeter (1)
Wealth Management Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Brighton (1)
Wealth Planning Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,4,,Fareham (1); Bristol (1); Ashbourne (1); Not Specified (1)
Wealth Planning Administrator (SJP Practice),REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Rochester (1)
Wealth Planning Administrator - 12% bonus and 2 days from home,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,Not Specified (1)
Weighbridge Administrator,REVIEW_CONTEXT_DEPENDENT,INCLUDED_FOR_REVIEW_2026-06-17,Adjacent service/admin wording: administrator,1,,City (1)
Customer Service Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Core frontline customer-service title in expanded JobG8 feed,38,,
Customer Service Representative,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Core frontline customer-service title in expanded JobG8 feed,30,,
Call Centre Operator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Core call-centre customer-service title in expanded JobG8 feed,28,,
Call Centre Agent,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Core call-centre customer-service title in expanded JobG8 feed,28,,
Contact Centre Agent,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Core contact-centre customer-service title in expanded JobG8 feed,14,,
Customer Support Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Clear frontline customer-support title,3,,
Customer Service Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Clear customer-service coordination title,4,,
Customer Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Reviewed as genuine frontline phone/email customer-service work,2,,
Customer Service,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-11,Generic but clear customer-service title in JobG8 customer-service classification,2,,
Customer Service Executive,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-11,Reviewed as enquiries/order/customer-support work; title can vary by employer,2,,
Customer Experience Coordinator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-11,Reviewed as genuine customer-journey/booking support work,1,,
Customer Service Representative Lloyds Banking Group Disputes,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",16,,
Customer Operations Executive - EV Car Chargers,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",3,,
Complaints Handler,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",3,,
Temporary Customer Service Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Account Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Service Operator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Service Agent,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Services Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Service Representative (Maternity Cover),HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",2,,
Customer Service Administrator (Maternity Cover),HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Administrator (Warranty Department),HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Administrator and Customer Support Specialist,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Helpdesk Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Agent / Helpdesk Agent,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Administrator Immediate start!,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Support Officer,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
French Customer Services,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Italian Speaking - Admin / Customer Services,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Resolution Officer,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
French speaking Customer Services Executive,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Call Centre -Customer Advisor immd start,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service - Logistics & Transport,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Services Advisor - Childrens Services,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Operations Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Facilities Helpdesk Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Helpdesk Admin,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Service Desk Customer Liaison,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service/Admin,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Administrator - Customer Service,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Advisor - Part Time,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service and Administration Assistant,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Services Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
FCA Customer Service Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Advisor - Dearne,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Client Services Representative,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
New Client Enquiry Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Temporary Customer Service Administrator - 7 DAY ROTA BASIS,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Specialist,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
"Customer Services Administrator - Tadworth - £30,000+",HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Experience Assistant,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Advisors,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Client Service Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Officer,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Success Assistant,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Care Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Support Specialist,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Helpdesk Assistant,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Service Helpdesk Co-ordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service & Support Executive,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Contact Specialist,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Services Co-ordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Administrator -Temporary,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Order Processor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Immediate Maintenance Helpdesk Administrator -£32K,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Experience Advisor Italian Speaking,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Administrator - Immediate Start,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Client Support Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Support - MK101,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Outbound Customer Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Relations Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Logistics & Customer Service Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
German Speaking Customer Service Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Call Centre Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Support (Property/Estate Agent),HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Support Advisor - London and Herts,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Air import customer service agent,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Adviser,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Polish Speaking Customer Service,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Apprentice,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Property Customer Service Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Assistant,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
French speaking Customer Service - Golf sector,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Advisor - Outbound Calling,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Administrator - Property Management,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
German/Hebrew Customer Service,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service & Complaints Administrator - Team Valley,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Relations Agent / Complaints Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Officer - 6-Month Fixed Term Contract,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Services & Administration,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Advisor x8,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Call Centre Receptionist,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Design Studio & Customer Service Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Pensions Customer Administrator - Call centre role,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Graduate Customer Service Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Part Time Customer Service Administrator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Experience Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service Representative (Older People),HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Support Advisor - Older/Vulnerable People,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Customer Service & Operations Coordinator,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Healthcare Customer Service Advisor,HIGH_CONFIDENCE,REGISTER_EXPANSION_2026-08-12,"clear frontline customer-service, contact-centre, complaints or customer-support title",1,,
Administration and Customer Service Temps,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,2,,
Customer Account Advisor,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,2,,
Service Coordinator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,6,,
Customer Service Advisor & Sales Support,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,1,,
Sales and Customer Service Administrator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,1,,
Temporary Outbound Customer Advisor - Warm Enquiries,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,1,,
Cash & Carry/Customer Service/Administrator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,1,,
Customer Support/Project Coordinator,ELASTIC_FIT,REGISTER_EXPANSION_2026-08-12,credible customer-service/support crossover; reviewed from 12 Aug expanded feed,1,,
