display_reference,title,area,location,ontap_geo_cluster,assessable_market,in_uk_market_universe,jobg8_classification,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_minimum_estimate,annualised_maximum_estimate,description_annualised_maximum_estimate,salary_evidence_source,salary_bucket,discovery_source,description_signal_count,description_signals,provisional_decision,provisional_reason,description_excerpt,content_dedupe_key,dedupe_key,is_duplicate,is_content_duplicate
23643_225519904,Marketing Manager,Northfleet,Kent,Kent,Kent,YES,Sales & Marketing,50000.00,60000.00,Annual,50000.0,60000.0,,structured,">£50,000 OUT",TITLE,1,campaign performance,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>Marketing Manager</strong></p><p><strong>Salary: </strong>Up to 60,000 per annum<br><strong>Location: </strong>Gravesend<br><strong>Working Hours: </strong>Monday-Thursday: 8:00am-4:30pm or 8:30am-5:00pm<br><strong>Benefits:</strong></p><ul><li>25 days annual leave plus bank holidays</li><li>Enhanced Pension Scheme</li><li>2 annual company events</li><li>Opportunities for career development and progression</li></ul><p><strong>The Company</strong></p><p>Our client is a highly successful and well-established manufacturer, recognised as a market leader within its industry. With a strong reputation for quality, innovation and exceptional customer service, the business works with a wid",102748838ff407e3,ref:23643_225519904,False,False
107730158,Digital Marketing Executive,Bicester,Oxfordshire,Oxfordshire,Oxfordshire,YES,Sales & Marketing,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,1,digital marketing,LIKELY_IN,family title is a strong inclusion signal,"Build your digital marketing career with an established UK market leader.<br><br><p>We're recruiting on behalf of a successful and growing business with a strong reputation in its sector. As digital marketing continues to play an increasingly important role in the company's growth strategy, we're looking for a Digital Marketing Executive to join a collaborative marketing team and help drive online performanc click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Zg1fD7qgbpyXxEz9hjVb%2bCSaSsVMEBuLe"" width=""0"" height=""0"" />",cd2ff2f6e55aaaca,ref:107730158,False,False
107735166,Paid Media Specialist,Not Specified,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Advert / Media / Entertainment,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,1,digital marketing,BORDERLINE,title needs advert-context review,"Paid Media Specialist<br><br><p><strong>Manchester Hybrid £30,000 - £35,000 + Benefits</strong></p><p>An exciting opportunity has arisen for an experienced <strong>Senior Paid Media Specialist</strong> to join a growing digital marketing agency based in Derbyshire.</p><p>We're looking for a results-driven Paid Media professional with strong experience across <strong>Google Ads</strong> and <strong>Meta Ads</strong>, alongside exposure to wider <strong>Paid Social</strong> platforms click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBZlMl3e9nZI5SvmJWDNMk1Ok"" width=""0"" height=""0"" />",f09013c4ae9352c1,ref:107735166,False,False
107732582,Strategic Marketing Analyst,Not Specified,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>At Nexperia, we are strengthening our strategic marketing capability to stay ahead in a rapidly evolving power semiconductor landscape. As a Strategic Market Analyst, you will play a pivotal role in helping shape long-term business strategy by providing data-driven actionable insights that support long term competitive positioning click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?QHpHeWTcrP69V64D5nJ3Y5xlvpZou89Sy"" width=""0"" height=""0"" />",3365ef7711d9a7ed,ref:107732582,False,False
23643_225520842,Campaigns & Marketing Associate,Colden Common,Hampshire,Hampshire,Hampshire,YES,Administration,26000.00,30000.00,Annual,26000.0,30000.0,,structured,£25k–£30k,TITLE,2,digital marketing; social media,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Campaigns & Marketing Associate </strong></p><p><strong>Winchester & Fareham</strong></p><p><strong>Salary (DOE) 26-30k</strong></p><p><strong>About the Role</strong></p><p>This is an exciting and varied opportunity for a creative all-rounder who thrives in a fast-paced environment and enjoys turning ideas into reality. Working closely with a senior marketing lead, you will play a key role in delivering a wide range of campaigns, events, and creative initiatives.</p><p>No two days will be the same. One moment you could be developing eye-catching marketing materials, the next coordinating an engaging event or helping launch a new customer experience. You'll need to think on your fe",51fa178a65503345,ref:23643_225520842,False,False
107740113,Motorrad Brand Manager - Norwich,Norwich,Norfolk,Norfolk,Norfolk,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<b>Job description</b> <br><br><strong>Motorrad Brand Manager - BMW Norwich</strong><br> <br><strong>Fun, exciting, rewarding work. Join us for the ride.</strong><br> <br>Working with world-class brands as a Motorrad Brand Manager you'll have the drive to deliver outstanding and trusted experiences for our customers.<br> <br>As part of a successful, global automotive group, you'll broaden your experience across both sites and brands click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?31Q%2fsvDzOVbHpVP1jC6GqPN6xpZQnprSj"" width=""0"" height=""0"" />",bf44cfc9d3e4226b,ref:107740113,False,False
107742112,Mortgages Marketing Manager,Not Specified,Cambridgeshire,Other / Unknown,Other / Unknown,NO,Sales & Marketing,55000.00,55000.00,Annual,55000.0,55000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","<strong>Role: </strong>Mortgage Broker & Engagement Marketing Manager <br> <strong>Location:</strong> Remote with occasional office visits (1-2 times per month) Travel & accommodation expenses covered <br><strong>Salary:</strong> £50,000 - £60,000<br> <br> We are working with a leading UK mutual financial services organisation to appoint a <strong>Mortgage Broker & Engagement Marketing Manager</strong> on a 12-month fixed-term contract click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBa5UkBfIcdopkl2OcQ1nNPGk"" width=""0"" height=""0"" />",6417c9b4192e9cdc,ref:107742112,False,False
107752409,Growth Marketing Lead,Not Specified,London,London,London,YES,Sales & Marketing,100000.00,100000.00,Annual,100000.0,100000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>hackajob is partnering directly with Monument to hire for this role.</strong></p><strong>Role:</strong><p>Growth Marketing Lead</p><br><strong>Location:</strong><p>London (Oxford Circus)</p><br><strong>Hybrid:</strong><p>2 days per week</p><br><strong>Reports to:</strong><p>Director of Brand & Marketing</p><br><br><strong>About Monument</strong><br><p>?</p><br><p>We're building something genuinely rare: a financial brand designed for the mass affluent - the professionals, entrepreneurs and ambitious savers that traditional banks have systematically underserv click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?b0ZSEQFKUCJqcT8qf32MF%2bIBwDYdR2a4l"" width=""0""",42ad6fc1751abe80,ref:107752409,False,False
107736216,Paid Media Executive,Scarborough,Yorkshire,Yorkshire - North,Yorkshire - North,YES,Sales & Marketing,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,1,digital marketing,LIKELY_IN,family title is a strong inclusion signal,"<p><b> Paid Media Executive </b></p><p> An excellent opportunity for a data-driven Paid Media Executive to join a growing e-commerce fashion business, supporting paid social and digital advertising campaigns across multiple platforms while helping to drive customer acquisition, revenue and brand reach. </p><p> If youve also worked in the following roles, wed also like to hear from you: Digital Marketing Executive, Paid Social click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?ju9emE%2fz0VLSkTHpeMMtZ%2bJw%2b3MmroEBw"" width=""0"" height=""0"" />",b007c9a1c86e6819,ref:107736216,False,False
107736517,Digital Marketing Executive,Scarborough,Yorkshire,Yorkshire - North,Yorkshire - North,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,2,digital marketing; email marketing,LIKELY_IN,family title is a strong inclusion signal,"<p><b> Digital Marketing Executive </b></p><p> An excellent opportunity for a creative and detail-focused Digital Marketing Executive to join an in-house marketing team, supporting CRM, email, SMS and app push notification campaigns for a growing ecommerce business. </p><p> If youve also worked in the following roles, wed also like to hear from you: Marketing Executive, Email Marketing Executive, CRM Executive, CRM Marketing click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakMwPk83wlTDxtfNGLVE7Zr8r"" width=""0"" height=""0"" />",734b4d8b1bf2fdaa,ref:107736517,False,False
107823114,PPC Executive,Leeds,Yorkshire,Yorkshire - West,Yorkshire - West,YES,Sales & Marketing,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,0,,BORDERLINE,title needs advert-context review,"<p><strong>PPC Executive - Leeds - £28,000-£34,000</strong></p><p>A growing digital agency based in Leeds is looking for a PPC Executive to join their team. They work with an exciting mix of clients across a range of sectors and are known for delivering results-driven paid media campaigns.</p><p>This is a brilliant opportunity for someone with a couple of years of PPC experience who wants real ownership of their accounts and the c click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBYLvYMMK8gP23gtyo%2b556uNk"" width=""0"" height=""0"" />",fbf9933aa8d5677d,ref:107823114,False,False
107819982,Technical SEO Manager,Not Specified,London,London,London,YES,Sales & Marketing,75000.00,75000.00,Annual,75000.0,75000.0,,structured,">£50,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>Technical SEO Manager London Ecommerce - Consumer Competitive Salary</strong></p><p>Zachary Daniels Recruitment are delighted to be partnering with a leading multi-channel retailer to recruit a <strong>Technical</strong> <strong>SEO Manager</strong>. This is a fantastic opportunity to join a business investing heavily in its digital capabilities, online customer experience and technical infrastructure click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaIPijZvdKeXFqgsUQTilsGdoo"" width=""0"" height=""0"" />",9424b6b21142d7ba,ref:107819982,False,False
107876292,E-Commerce Executive,Milton Keynes,Buckinghamshire,Buckinghamshire,Buckinghamshire,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>E-commerce Executive</strong></p><p><strong>£35,000</strong></p><p><strong>Milton Keynes Hybrid</strong></p><p><strong>Permanent</strong></p><p>Are you an ambitious, commercially-minded E-commerce professional who thrives on turning data into decisions and traffic into revenue? Do you enjoy owning a website end-to-end, from content and merchandising through to conversion and performance reporting?</p><p>We're recruiting on behalf of an established, growing business with an international c click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBaCt57MB3h2TnkI%2byMQCb2Nk"" width=""0"" height=""0"" />",9c76d2471c85426e,ref:107876292,False,False
107857835,Technical SEO Specialist,Not Specified,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,title needs advert-context review,"<p> We are looking for an experienced <b>Technical SEO Specialist</b> to support the growth, performance and search visibility of a portfolio of ecommerce websites. </p><p> This is an exciting opportunity for a technically minded SEO professional to work across large-scale websites, collaborating closely with development, product, ecommerce and SEO teams click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?G%2b5YiGNoEgpvYdE8uhIGANSx77oNOUVNn"" width=""0"" height=""0"" />",069b0121edf51111,ref:107857835,False,False
107746378,Digital Marketing Executive,Not Specified,Hampshire,Hampshire,Hampshire,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,1,digital marketing,LIKELY_IN,family title is a strong inclusion signal,"<p>We have a fantastic opportunity to join a leading UK technology and engineering business that delivers cutting-edge solutions across defence, national security, government and commercial sectors.</p><p>As a Digital Marketing Executive you will be part of a collaborative marketing team, and you will help deliver digital campaigns that showcase innovative technologies and support business growth click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?mDcEDJmYTbxbTyv%2fTI6PbsCW2m4M1Xy4t"" width=""0"" height=""0"" />",6b83b53ea4431f31,ref:107746378,False,False
107736134,Marketing Executive,Scarborough,Yorkshire,Yorkshire - North,Yorkshire - North,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><b> Marketing Executive </b></p><p> An exciting opportunity for a bright, driven and energetic Marketing Executive to manage brand partner relationships, deliver engaging seasonal campaigns and support continued growth within a fast-paced in-house marketing team. </p><p> If youve also worked in the following roles, wed also like to hear from you: Campaign Executive, Partnership Marketing Executive, Marketing Partnerships E click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?MQiKzVwZdh25DY095s4mUP5%2b3XpPhR13u"" width=""0"" height=""0"" />",fbd7f2bb335cffc9,ref:107736134,False,False
107874192,Marketing Account Manager,Woking,Surrey,Surrey,Surrey,YES,Sales & Marketing,50000.00,50000.00,Annual,50000.0,50000.0,,structured,"£40k–£50,000",TITLE,0,,BORDERLINE,title needs advert-context review,"<br /> Location: Woking, Surrey hybrid, two days per week in the office <br> Salary: £40,000£50,000, depending on experience <br> Are you an agency Account Manager ready to take the next big step in your career? <br> Were looking for a talented Marketing Account Manager to join a rapidly growing B2B agency working with ambitious businesses across technology, consulting and professional services click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBZ50c7h7vcZl7XGJuXwyj0bk"" width=""0"" height=""0"" />",97b29cd76bf66d2c,ref:107874192,False,False
107870155,Assistant Digital Marketing Manager,Doncaster,Yorkshire,Yorkshire - South,Yorkshire - South,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"About us <p>At DFS Group, were proud to help people create spaces they love to live in. Were home to DFS, Sofology, and The Sofa Delivery Company: three brands with their own personalities, brought together by a shared mission.</p><p>Behind our brands is a passionate Group team. From Finance and Technology to People, Marketing and Supply Chain, our Group functions power everything we do click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaIP18oVGKw%2bZgh9SYvpaDwEdo"" width=""0"" height=""0"" />",1ade4be6eb1d724c,ref:107870155,False,False
107855521,Marketing Executive - Exeter,Exeter,Devon,Devon,Devon,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Marketing Executive.<br>£32,000-£38,000 DOE.<br></strong><strong>Exeter.<br>Must hold UK driving licence.<br> Client Cannot Sponsor Visa </strong></p><p>My client is an Accountancy Practice and Real Living Wage Employer, with over 290 team members based across offices in Devon and Somerset.</p><p>We're looking for a <strong>Marketing Executive</strong> to join our team on a permanent basis in our <strong>Exeter office</strong> click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?vAYWCB8ag%2fi73rMLokVlsiHaEnvbuvYXi"" width=""0"" height=""0"" />",a652b578aae45c85,ref:107855521,False,False
107731945,Marketing Assistant,Gainsborough,Lincolnshire,Lincolnshire,Lincolnshire,YES,Sales & Marketing,28000.00,28000.00,Annual,28000.0,28000.0,,structured,£25k–£30k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p>We are actively recruiting a Marketing Assistant for an established company based in Gainsborough, Lincolnshire.</p><p>This is a really exciting and fast paced role. A Monday to Friday position, the role is office based and you will be reporting to a Manager.</p><p>Ideal candidates will possess some marketing knowledge and hands-on experience click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp7STnCMjHy5nmV1ePvdrqWbg"" width=""0"" height=""0"" />",2642a1edae9ccb1e,ref:107731945,False,False
1787371,Marketing Executive,Oxford,Oxfordshire,Oxfordshire,Oxfordshire,YES,Sales & Marketing,30000.00,40000.00,Annual,30000.0,40000.0,,structured,£30k–£40k,TITLE,4,content marketing; email marketing; social media; brand awareness,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Marketing Executive</strong></p> <p><strong>Oxfordshire </strong></p> <p><strong>£30-40k</strong></p> <p><strong>VR/10568</strong></p> <p>A fantastic opportunity has arisen for a skilled Marketing Executive to join a successful and well-established company based in Oxfordshire, who are part of a large international group. They are now embarking on an exciting phase of growth and this is a new role to help increase their impact and reach.</p> <p>This role is perfect for an all round marketer who thrives in a fast-paced environment and enjoys building from the ground up.</p> <p>Reporting to the Marketing Manager, the Marketing Executive will primarily focus on D2C and B2B funnels op",e2d89b713a59be12,ref:1787371,False,False
1787305,Senior Marketing Manager,Manchester,Lancashire,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,1,marketing strategy,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Senior Marketing Manager - Sports & Leisure Manchester or London (Hybrid) ClearCourse</strong> </p><p><strong>Permanent role Competitive salary</strong></p> <p>Fancy leading marketing for an entire vertical, shaping strategy that spans multiple market-leading SaaS brands, and building the playbook other teams across the business will use?</p> <p>ClearCourse is looking for a <strong>Senior Marketing Manager - Sports & Leisure</strong> to take the reins on marketing across our Golf SaaS brands and two Leisure SaaS brands. You'll effectively be the head of marketing for this vertical, working hand-in-hand with commercial directors to turn their targets into one coherent strategy and ",4297808b4f4fc686,ref:1787305,False,False
1772473,Media Sales Executive,Tonbridge,Kent,Kent,Kent,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,DESCRIPTION,2,digital marketing; social media,BORDERLINE,description-led family signal needs advert review,"<p><strong>Reed Business Support</strong> are recruiting for a <strong>Media Sales Executive</strong> on behalf of our valued client. This exciting opportunity is ideal for a commercially driven individual who is confident building relationships, generating new business, and thriving within a fast-paced sales environment. As the appointed Media Sales Executive, you will play a key role in growing advertising revenue across a portfolio of print, digital and multimedia products.</p> <p><strong>About the Role:</strong> </p><p>• Identifying and developing new business opportunities across Kent and the South East</p> <p> • Managing and growing a portfolio of existing advertising clients</p> <p> •",8383687fe5d57be1,ref:1772473,False,False
1787296,Senior Communications Officer,Welwyn Garden City,Hertfordshire,Hertfordshire,Hertfordshire,YES,Sales & Marketing,41992.00,41992.00,Annual,41992.0,41992.0,41992.0,structured,"£40k–£50,000",TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Starting salary £41,992pa with progression to £45,089 through annual increments subject to satisfactory service (inclusive of outer fringe allowance)</strong></p> <p><strong>37 hours per week (hybrid working - 3 days per week in the office)</strong></p> <p>We have a fantastic and rarely available opportunity to work in our high performing Communications, Marketing and Engagement team. As Senior Communications Officer, you will be leading our team of dedicated Communications Officers working across PR, marketing, and digital communication. </p> <p>No day will be the same and the post holder will be required to be flexible and think creatively to bring a fresh approach, from develop",6dce913a28b96f9c,ref:1787296,False,False
1786844,Interim Marketing Executive HYBRID,Not Specified,London,London,London,YES,Sales & Marketing,16.00,20.00,Hourly,31200.0,39000.0,39000.0,structured,£30k–£40k,TITLE,4,marketing campaign; marketing campaigns; social media; website content,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Marketing & Events Executive (Interim)</strong></p> <p><strong>Location:</strong> London<br /><strong>Pay Rate:</strong> £16-£20 per hour<br /><strong>Contract:</strong> Interim / Temporary (until Christmas initially, with potential to extend)<br /><strong>Working Pattern:</strong> Hybrid</p> <p></p> <p><strong>About the Role</strong></p> <p>We are seeking a proactive and hands-on Marketing & Events Executive ideally with Construction / Engineering or Architecture industry experience to provide interim support to a busy marketing team during a period of transition.</p> <p>The successful candidate will work closely with the Marketing Manager, helping to deliver marketing initiative",4d8c2a9634ff0c5d,ref:1786844,False,False
1772122,Brand Manager,Doncaster,Yorkshire,Yorkshire - South,Yorkshire - South,YES,Sales & Marketing,36400.00,36400.00,Annual,36400.0,36400.0,,structured,£30k–£40k,TITLE,2,marketing campaign; marketing campaigns,LIKELY_IN,family title is a strong inclusion signal,"<p>Role: Brand Manager- Doncaster </p> <p>Salary: £36400 starting salary</p> <p>Hours: 9am- 5pm Monday- Friday</p> <p>Benefits:</p> <ul> <li>BUPA and health cash plan</li> <li>3% Pension</li> <li>5% potential annual bonus</li> <li>25 days holiday plus bank hols</li> <li>Hybrid working model- 3/2 day split</li> <li>Birthday off</li> </ul> <p><strong>Position Overview:</strong></p> <p>Elevation Recruitment are excited to be recruiting for one of the UK's largest distributors.</p> <p>Reporting to the Head of Marketing you will be supporting the marketing activity for the portfolio of the clients' own brands and retailer activity focussing on: picture portal, focus on guides, core range guides, ",5eb9db92e28c5593,ref:1772122,False,False
1772121,Marketing Assistant,Doncaster,Yorkshire,Yorkshire - South,Yorkshire - South,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,4,marketing campaign; marketing campaigns; digital marketing; marketing communications,LIKELY_IN,family title is a strong inclusion signal,"<p>Role: Marketing Assistant- Doncaster </p> <p>Salary: £26000 starting salary</p> <p>Hours: 9am- 5pm Monday- Friday</p> <p>Benefits:</p> <ul> <li>BUPA and health cash plan</li> <li>3% Pension</li> <li>5% potential annual bonus</li> <li>25 days holiday plus bank hols</li> <li>Hybrid working model- 3/2 day split</li> <li>Birthday off</li> </ul> <p><strong>Position Overview:</strong></p> <p>Elevation Recruitment are excited to be recruiting for one of the UK's largest distributors.</p> <p>This person will support and help coordinate the day to day administration of the marketing activity.</p> <p>You will provide support across the marketing department to ensure marketing campaigns, promotional",4f14078a8753868d,ref:1772121,False,False
1786733,BD & Marketing Manager - Project Development & Finance - Global Law Firm,Not Specified,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,1,marketing communications,LIKELY_IN,family title is a strong inclusion signal,"<p>We're working with a leading global law firm on an exciting opportunity for a <strong>Business Development & Marketing Manager</strong> to join its global BD team, supporting the <strong>Project Development & Finance practice</strong>.</p> <p></p> <p>This is a hands-on and proactive role, working closely with partners, lawyers and wider business teams to deliver strategic BD initiatives, identify market opportunities and support revenue generation.</p> <p></p> <p><strong>The Role</strong></p> <ul> <li>Support the implementation of BD and marketing plans aligned with wider firm strategy.</li> <li>Work with partners and stakeholders to identify and pursue new business opportunities.</li> <l",2cbc0bd91f2cb765,ref:1786733,False,False
1785385,Head of Performance Marketing,Not Specified,Surrey,Surrey,Surrey,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,1,marketing strategy,OUT_SPECIALIST,specialist/senior title boundary,"<p></p> <p><strong>Head of Performance Marketing - Surrey</strong>This is an opportunity to shape the performance marketing strategy of a fast-growing direct-to-consumer subscription business with a highly engaged customer base. Joining at a pivotal stage of growth, you will have the autonomy to define the roadmap, influence senior leadership decisions, and drive measurable commercial impact across acquisition, retention and customer lifetime value.<strong>The Company</strong>They are a high-growth consumer brand operating within a subscription-led model, with a strong focus on customer retention and long-term value creation. The business has built a loyal customer base and continues to inve",929721d79d2d052d,ref:1785385,False,False
1771605,Social Media Executive,Cheadle,Cheshire,Greater Manchester - South,Greater Manchester - South,YES,Sales & Marketing,45000.00,45000.00,Annual,45000.0,45000.0,,structured,"£40k–£50,000",TITLE,5,digital marketing; content marketing; social media; campaign performance; content creation,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Social Media & Content Marketing Executive</strong></p> <p><strong>Location:</strong> Cheadle<br /><strong>Salary:</strong> Up to £45,000<br /><strong>Working Hours:</strong> 35 hours per week, Monday to Friday, 9:00am to 5:00pm</p> <p></p> <p>We're partnering with a leading international charity to recruit a <strong>Social Media & Content Marketing Executive</strong> to join their growing communications team.</p> <p>This opportunity is ideal for a creative and commercially aware social media professional who can combine engaging content creation with data-driven decision making. You'll be responsible for growing online audiences, increasing engagement across social channels, deve",ef1d9db1e4af052a,ref:1771605,False,False
1785784,SEO Lead,Not Specified,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,title needs advert-context review,"<p>Reed.co.uk is looking for an SEO Lead to join their team in Holborn, London.</p> <p></p> <p><strong>Overview</strong> </p><p>Reed.co.uk is one of the UK's leading job sites, appearing in over 1 billion job searches annually and connecting millions of candidates with employers across the country. We're looking for an experienced SEO Lead to take ownership of our day-to-day SEO performance and help drive sustainable organic growth across Reed.co.uk.</p> <p></p> <p>This is a highly collaborative role for someone who will be an SEO champion within the business. You'll proactively monitor our organic performance, identify opportunities and risks, and turn SEO insight into clear recommendations",ed9eaa4802025668,ref:1785784,False,False
1785608,Group Marketing Manager,Warrington,Cheshire,Cheshire - Warrington & Halton,Cheshire - Warrington & Halton,YES,Sales & Marketing,50000.00,60000.00,Annual,50000.0,60000.0,,structured,">£50,000 OUT",TITLE,3,marketing campaign; marketing campaigns; campaign performance,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>Group Marketing Manager</strong> </p><p></p> <p><strong>Location:</strong> Birchwood, Warrington</p> <p><strong>Salary:</strong> £50,000-£60,000 depending on experience</p> <p><strong>Contract:</strong> Permanent, full-time</p> <p><strong>Working pattern:</strong> Office five days per week</p> <p><strong>Reporting to:</strong> Group CEO</p> <p><strong>The opportunity</strong> </p><p>We're looking for an experienced <strong>Group Marketing Manager</strong> to take ownership of marketing across a growing portfolio of <strong>property services and technology brands</strong>.</p> <p>This is a high-impact role with direct access to the Group CEO and the opportunity to shape how we appr",5f149301a85b8d11,ref:1785608,False,False
1786116,Marketing Manager (Print & Publications),Watford,Hertfordshire,Hertfordshire,Hertfordshire,YES,Sales & Marketing,40000.00,45000.00,Annual,40000.0,45000.0,,structured,"£40k–£50,000",TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p></p> <p><strong>Marketing Manager - Publications</strong> </p><p><strong>Household Retail Brand 12-Month FTC £40,000-£45,000</strong></p> <p>This is your chance to join a <strong>market-leading household name in retail</strong> and take ownership of one of the most important areas of its marketing activity.</p> <p>We're looking for an experienced <strong>Marketing Manager with strong publications and brochure experience</strong> to join on a 12-month fixed-term contract.</p> <p><strong>The Role</strong> </p><p>You'll be the key point of contact for all publication activity, owning projects from <strong>initial brief through to final production and distribution</strong>.</p> <p>You'll:</p>",7d221ef3242c3485,ref:1786116,False,False
1786421,Business Development & Marketing Executive,Not Specified,London,London,London,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,mixed/ambiguous title requires advert-context review,"<p>Excellent opportunity to join a well-established law firm in London seeking to appoint a Business Development & Marketing Executive. Law Firm experience essential.</p> <p>As part of a 5 person team, including Marketing Director, BD Director, Marketing Manager and Marketing Assistant, you will be working closely with the Partners and Lawyers firmwide in a range of duties including -</p> <ul> <li>Legal directory submissions</li> <li>BD initiatives</li> <li>Organising events, in-person and virtual</li> <li>Overseeing CRM</li> <li>Market research</li> </ul> <p>You will require a minimum of 2 years' experience in Business Development and Marketing in a law firm. </p> <p>Full Job Description av",f041cb8d712d3949,ref:1786421,False,False
1786384,Head Of Marketing,Stockport,Cheshire,Greater Manchester - South,Greater Manchester - South,YES,Sales & Marketing,70000.00,80000.00,Annual,70000.0,80000.0,,structured,">£50,000 OUT",TITLE,1,marketing strategy,OUT_SALARY,"annualised salary exceeds £50,000","<p><strong>Head Of Marketing - Fast-growing fashion brand</strong></p> <p></p> <p>Salary - £70k - £80k DOE + Benefits</p> <p>Location - Manchester</p> <ul> <li>Birthday off!</li> <li>Product discount</li> <li>£500 annual giftcard</li> <li>Free parking</li> <li>Progression growth</li> </ul> <p>Zachary Daniels are partnered with a fast-growing, digitally native womenswear brand known for its elevated aesthetic, trend-led collections, and strong social-first identity. Built around in-house design and a highly engaged online community, the brand has quickly established itself within the contemporary fashion space by blending premium-inspired styling with accessible price points.</p> <p></p> <p>T",fff4fc1429107ab6,ref:1786384,False,False
