display_reference,title,current_decision,current_reason,jobg8_classification,ontap_region,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_maximum_estimate,hard_salary_out_over_50k,description_evidence,manual_boundary_decision,manual_boundary_note
4f08495f-8060-4792-84dd-1e621938465e,Legal Secretary,LIKELY_IN,ordinary workplace IT support title signal,Administration,Worcestershire,25000.00,27000.00,Annual,27000.0,NO,"Legal Secretary Public Family Law Ref: BCR/JP/32460 Worcester £25,000 - £27,000 Dependent on Experience Bell Cornwall Recruitment are recruiting an experienced Legal Secretary for a well-established law firm in Worcester, supporting a busy Family Public Law team. Previous Family Law experience is essential, with Public Law/Care Proceedings experience highly desirable. Legal Secretary Responsibilities: Supporting solicitors with Family Public Law and Care matters. Preparing correspondence, court documents and bundles. Managing diaries, hearings, deadlines and case files. Liaising with clients, courts, counsel and external agencies. Assisting with Legal Aid, CCMS/LAA and general administration. Essential Skills: Previous Family Law experience is essential. Public Law/Care Proceedings experience highly desirable. Legal Aid/CCMS experience advantageous. Excellent organisation and attention to detail. Strong communication and client care skills. If you have Family Law experience, particularly within Public Law/Care, and are looking for your next opportunity in Worcester, apply now! Interested? Please click the 'APPLY' button now! BCR aim to get back to all successful applicants within 2…",,
36fb7f0b-1ae5-40e7-b7a6-69c219df82b3,Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Bristol & Bath,,,Annual,,NO,"Paralegal / Senior Paralegal Location: Bristol Job Type: Full-time, Hybrid Salary: Competitive We are seeking a Paralegal or Senior Paralegal to join our client's Document Review and Collation (DRC) team. This role offers the opportunity to work within a centre of excellence, known for its optimised managed legal services. The ideal candidate will have hands-on experience with Data Subject Access Requests (DSARs) and be ready to take a lead role in this workstream. Day-to-Day of the Role: Undertake first-level reviews of DSARs ensuring high standards of detail, accuracy, and speed, including the application of redactions and exemptions under data protection legislation. Act as lead reviewer on DSAR matters, managing the scope, review process, and final response production. Conduct quality checks on review work by colleagues, providing feedback and suggestions for improvement. Analyse new DSAR instructions, streamline processes for efficiency, and use e-disclosure platforms like Relativity for document reviews. Communicate effectively with client teams and external clients, ensuring clear documentation of instructions throughout the lifecycle of a matter. Report regularly to managem…",,
f80ce165-8be7-485a-bb26-6fbdd9f73fcb,Family Legal Secretary - Leeds,LIKELY_IN,ordinary workplace IT support title signal,Administration,Yorkshire - West,25000.00,32000.00,Annual,32000.0,NO,"Family Legal Secretary - Leeds Full Time Permanent Leeds Salary Dependent on Experience Are you an experienced Legal Secretary looking to join a friendly and busy Family Law team in Leeds? We are recruiting for a Family Legal Secretary to provide dedicated secretarial and administrative support to a Fee Earner within a well-established Family Law department. This is a great opportunity for someone with previous legal secretarial experience who enjoys a varied role, regular client contact and being an integral part of a supportive legal team. The Role As Family Legal Secretary, you will provide comprehensive support across a varied caseload of family law matters, including: Divorce and financial settlements Children and child arrangements matters Cohabitation and separation agreements Injunctions and domestic abuse matters Your day-to-day responsibilities will include: Audio typing and transcription of digital dictation Preparing correspondence, court documents and other legal documentation Managing diaries, appointments and deadlines Handling telephone and email enquiries professionally and sensitively Assisting with new client onboarding and ID checks Preparing and organising cour…",,
e6ebeac9-481c-47dc-8c23-44d82a7f45fd,Litigation Director,OUT_SALARY,"annualised salary exceeds £50,000",Executive Positions,Leicestershire,65000.00,80000.00,Annual,80000.0,YES,"Litigation Director - Leicestershire Up to £80,000 + Flexible Remote Working There's a genuine opportunity here for a senior disputes lawyer who wants more than just a step up in title. This role sits within a growing, commercially focused law firm that has moved away from the traditional model. You'll have the backing of an established brand and infrastructure, but without the rigidity - giving you the space to develop your own practice, your way. They're looking to bring in someone at Director level to strengthen their disputes offering across the East Midlands. You'll take ownership of a varied caseload while also playing a key role in shaping the direction of the team. The work is broad and commercially driven - ranging from contractual and shareholder disputes through to property, professional negligence and construction-related matters. There's no over-specialisation here; it's about being a well-rounded commercial litigator who can add value across multiple fronts. What really sets this apart is the expectation (and support) around growth. You won't be boxed into a purely fee-earning role - this is about building relationships, developing work streams, and having a genuine i…",,
e0df079b-51e7-45eb-8737-9ab5f13514e3,RTA Litigation Fee Earner,BORDERLINE,description-led IT support signal needs advert review,Legal,Yorkshire - West,30000.00,37000.00,Annual,37000.0,NO,"Role: RTA Litigation Fee Earner Location: Wakefield, West Yorkshire Salary: £30,000 - £37,000 Contract: Full time, permanent, hybrid We are working in partnership with a well-established and highly regarded legal services provider to recruit an experienced RTA Litigation Fee Earner to join its growing Personal Injury team. This is an excellent opportunity for a candidate with a strong background in Non-MOJ RTA claims , looking to take ownership of a varied caseload and manage matters through the litigation process from initial instruction through to settlement or trial. The role offers the opportunity to work on non-infant claimant RTA claims , with a focus on providing high-quality legal advice, progressing litigation effectively and achieving the best possible outcomes for clients. The Role As an RTA Litigation Fee Earner, you will manage your own caseload of Non-MOJ RTA claims , taking responsibility for matters throughout the litigation lifecycle. You will assess the merits of claims, investigate liability and quantum, obtain and review relevant evidence, and develop appropriate case strategies to progress matters towards successful resolution. Your responsibilities will includ…",,
dad9ed6a-cc6d-46eb-b14a-1519aa5f9b6e,Conveyancing Solicitor / CILEX Leading Thames Valley Legal 500,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Berkshire,55000.00,75000.00,Annual,75000.0,YES,"Residential Conveyancing Solicitor / FCILEX / Licensed Conveyancer Established Thames Valley Firm Reading A well established and highly respected Thames Valley law firm is looking to appoint a Residential Conveyancing Solicitor, FCILEX or Licensed Conveyancer to join its growing Property team in Reading.With offices across Berkshire, the firm has built an outstanding reputation for combining high quality legal advice with a genuinely personal service. It enjoys longstanding relationships with individuals, families and businesses throughout the region and is known for its collaborative culture, excellent staff retention and commitment to developing its lawyers. This is an excellent opportunity to join a firm that continues to grow while maintaining a supportive, close knit environment where your contribution is recognised. The Opportunity You will manage your own busy and varied residential conveyancing caseload from instruction through to post completion, advising on freehold and leasehold sales and purchases, remortgages, transfers of equity, new build properties and other residential transactions.Alongside your fee earning responsibilities, you will work closely with colleagues a…",,
d0bef39b-65e6-4ad5-86c0-174b2e01ea03,Head of Litigation,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Leicestershire,60000.00,75000.00,Annual,75000.0,YES,"Head of Litigation Venn Group are partnered with an established and forward-thinking East Midlands firm who are looking for an experienced Litigation Lawyer to join their respected team. This is an exciting opportunity to make a significant impact in a thriving legal practice while enjoying an energising work environment and opportunities for progression to partnership. As a Senior Litigation Lawyer you would be repsonsible for a mixed caseload of civil and commercial litigation matters including partnership and shareholder disputes, debt recovery, insolvency, contentious probate and property disputes. Qualifications: Qualified Solicitor or CILEX with over 6 years PQE Experience in a variety of litigation matters Good communication, negotiation, and client management skills Benefits: Competitive salary up to £75,000 per annum Genuine opportunity for Partnership (if desired) Flexible remote working Genuinely supportive environment Emphasis on work life balance Please apply for this role online or contact Joel at Venn Group via phone, email or LinkedIn for further information.",,
cd448628-3a6c-4228-84a6-ead526564490,IP Administrator,BORDERLINE,description-led IT support signal needs advert review,Administration,Bristol & Bath,,,Annual,,NO,"IP Administrator About Us Withers & Rogers is one of Europe's largest dedicated intellectual property law firms, with offices across the UK, Paris and Munich. Established more than 140 years ago, we remain as passionate as ever about making intellectual property work to our clients' best advantage. Today, our clients include many renowned, innovative organisations from across Europe, North America, and Asia. We believe that our patent and trade mark attorneys, support and operations staff have a breadth of expertise and a depth of specialist sector knowledge that is second to none. Our purpose is building trusting relationships, and this permeates through everything we do, from working with each other to providing strategic advice to our clients. The Role This is a full-time, permanent position, ideally based in our Bristol office. However, we welcome applications from candidates who can commute to our Sheffield or Birmingham offices. Hybrid working options, including working from home, are available. In this role, your responsibilities will include: - Managing own and team inboxes, processing emails and post (mainly electronic but some hard copy), updating our case management syst",,
bdaca221-65c6-4ef0-94ae-2aac052af325,Residential Conveyancing Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,North Scotland,,,Annual,,NO,"Residential Conveyancing Paralegal Location: Central Aberdeen Job Type: Full-time, Hybrid Salary: Competitive Join a growing firm in Aberdeen at an exciting time of expansion. An established and forward-thinking legal firm are looking for an experienced Residential Conveyancing Paralegal to manage a caseload including sales, purchases, and remortgages. This position offers a supportive environment with regular caseload reviews and excellent progression opportunities. Day-to-day of the role: Manage your own caseload involving sales, purchases, and remortgages. Work closely with a supportive team to ensure smooth operation and client satisfaction. Engage in regular caseload reviews with team leaders to ensure optimal handling of all cases. Collaborate with partners and senior team members who provide continuous support. Utilise the hybrid working structure to balance office presence and remote work effectively. Required Skills & Qualifications: Proven experience as a conveyancing paralegal. Strong ability to manage multiple cases independently. Excellent communication and organizational skills. Familiarity with the latest legal practices and procedures in residential conveyancing. Mo…",,
21618_28874_71950,Senior Legal Counsel - Employment,OUT_SPECIALIST,specialist/senior technical title boundary,Legal,London,,,Annual,,NO,"… with accountability for providing creative and risk-based solutions, and driving positive outcomes. Opportunity to work both independently and as a team - building effective relationships with HR and legal colleagues and the wider Sky businesses (including Sky Group and NBC Universal). Coach and develop other team members within the HR Legal team and broader Sky Legal team - including supervising our Paralegals who conduct our employment tribunal litigation in house. Retain, instruct and manage the work of outside counsel in a manner which promotes efficiency and cost-effectiveness What you'll bring Essential criteria: Extensive experience in UK employment law issues within a highly regarded law firm or equivalent in-house Experience of managing i) large scale restructuring and M&A projects, ii) reputational management issues, and ii) trade union issues Ability to effectively supervise on tribunal claims Commerciality - Ability to cut through complexity and provide creative, practical and risk based solutions Exceptional communication skills - Ability to clearly and effectively communicate advice to and manage a complex network of senior stakeholders Independent and pro-active - Abilit…",,
23643_225278451,Licensed Conveyancer / Conveyancing Solicitor,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Suffolk,35000.00,55000.00,Annual,55000.0,YES,"Job Title: Residential Conveyancer Location: Bury St Edmunds Salary: Competitive Job Type: Full-time Job Summary: We are seeking a skilled and motivated Residential Conveyancer to join our dynamic legal team. The successful candidate will be responsible for managing a caseload of residential property transactions, ensuring a smooth and efficient conveyancing process from inception to completion. Key Responsibilities: Handling all aspects of residential conveyancing transactions including sales, purchases, remortgages, transfers of equity, and leasehold matters. Conducting title checks, reviewing legal documents, and identifying potential issues. Drafting and reviewing contracts, lease agreements, and other property-related documents. Managing correspondence with clients, estate agents, mortgage lenders, and other third parties. Ensuring compliance with all relevant regulatory and legal requirements, including Anti-Money Laundering (AML) and GDPR. Carrying out searches, land registry applications, and raising appropriate enquiries. Providing expert legal advice to clients regarding property transactions. Maintaining accurate and up-to-date case management records. Proactively resolv…",,
a0b0f38b-29aa-4d85-bd28-890478231cf3,Family Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Scotland West - Glasgow,,,Annual,,NO,"Join an award-winning firm as a Family Law Paralegal, playing a key role in delivering an outstanding client experience. If you're a Family Law Paralegal with at least 2 years' experience, this is a great opportunity to join a forward-looking firm where people genuinely enjoy the culture - built around care, drive, integrity, passion and putting clients first. What's on offer? Hybrid working Private health scheme Life assurance Income protection Bonus scheme Regular staff celebrations, rewards and social days out The role As Family Law Paralegal, you'll get involved in every stage of family law casework, including: Booking client appointments and keeping them in the loop Taking precognitions and coordinating witnesses Drafting Minutes of Agreement and other legal documents Helping prepare Affidavits Putting together schedules of matrimonial property and checking vouching Handling correspondence with clients and other parties About you At least 2 years' experience in family law Driven and motivated to deliver a first-class client experience Great people skills Comfortable working towards KPI targets Personable, detail-focused and confident Happy to pitch in and support the wider tea…",,
23643_211857390,COMMERCIAL PROPERTY PARALEGAL,LIKELY_IN,ordinary workplace IT support title signal,Legal,Sussex,,,Annual,,NO,"Commercial Property Paralegal. Exciting opportunity for a Commercial Property Paralegal to join a thriving and supportive team, within an expanding and well respected Law firm with offices in East Sussex. The role is based in their Eastbourne office. The company have immediate high-quality work available from an established client base, including preparation of a wide range of bespoke commercial contracts, This is a great opportunity for a Paralegal with previous experience in either Residential or Commercial Property, as a Legal Assistant or Paralegal. In return the company are offering an excellent salary and excellent benefits, career progression and a friendly team. To apply please submit your CV to Jan at Staff Recruit or for more information please telephone Jan Hanley at Staff Recruit.",,
23643_225509679,Litigation Officer,BORDERLINE,description-led IT support signal needs advert review,Call Centre / CustomerService,Greater Manchester - Manchester & Salford,32000.00,39000.00,Annual,39000.0,NO,"Role: Litigation Officer (Debt Recovery) Location: Sale, Manchester with travel (office 2 days/home 3 days) Hours: 37.5 per week Mon-Fri Salary: up to 39,000 DOE + 10% bonus + benefits I am looking to recruit an experienced Litigation Officer for a client based in Sale, Manchester and the role with involve some travel. Ideally you will hold a law degree or the equivalent. Have you previously worked within debt recovery? Have you managed multiple legal actions cases? As a Litigation Officer for my client, you will manage the execution of legal actions for the collection of overdue customer balances. You will be responsible for initiating legal proceedings against customers who have failed to settle outstanding debts, managing cases from initiation to successful resolution. The Litigation Officer will: Work to deadlines and manage cases . Keep accurate records of litigation cases, including communications, legal filings, and court orders. Prepare documents and draft and file legal documents, including complaints, motions, summons, and other court filings. Assess accounts that have reached the litigation/vacant process and enforcement action, ensuring only viable cases are pursued to …",,
1674639,Legal Administrator,LIKELY_IN,ordinary workplace IT support title signal,Administration,Other / Unknown,,,Annual,,NO,"Legal Administrator Salary: Grade 2 - £29,624 per annum Hours: Full time 35 per week Contract: Fixed Term - 31/03/2027 Location: Birmingham - Hybrid Closing Date: Monday 31st August 2026 at 11:30pm We are looking for someone with administration or secretarial experience gained in a legal environment to be the new Legal Administrator for our National Legal Administration Team. You could soon be playing a vital role helping people who are affected by the housing emergency. About The Role You will provide full administrative support to the Legal Team, including taking telephone calls, secretarial duties, data entry, note taking, sorting the post and managing diaries. You will also be responsible for supporting the wider team when required to ensure the effective running of the service. You will need to liaise with clients and third parties, including making appointments and obtaining information. Producing reports, providing an accurate audio typing service, processing legal funding and other documents, managing files, preparing documents for court and entering information onto a case management system are other aspects of this interesting and varied role. About You You have secretari…",,
13fb32db-8b76-4b78-93bf-1b267bf21267,Small Claims Track/Fast Track Liability Lawyer,OUT_SPECIALIST,specialist/senior technical title boundary,Legal,Greater Manchester - Wigan & Bolton,,,Annual,,NO,"… applications• Preparing documents and bundles for trial• Assisting with ADR (including mediation)• Court appointments• Conducting advocacy by telephone and in person• Ensure compliance with the SRA Standards & Regulations Working Hours 35 hours per week, Monday - Friday 9am - 5pm with 1 unpaid hour for lunch. Primary location for this role is Bolton Skills, Knowledge and Expertise Required/Essential Previous litigation experience Knowledge and understanding of the types of disputes handled by the department An ability to prioritise workload Ability to pay attention to detail Ability to work with case management systems Ability to record time and consider profitability/economics of claims Ability to work with fast pace litigation using initiative Degree level Education and/or Post graduate (preferably Law) Desirable Previous experience of dealing with property insurance claims Knowledge of property liability related issues, breach of contract, negligence, property, and subrogated claims. Required Soft Skills: Critical thinking Time management Ability to prioritise Our culture is focussed on making Keoghs sustainable and successful for our people and clients, with this our five values are at the…",,
aa49298b-e357-467d-b7cc-a9de4381220e,Corporate Paralegal - Funds,LIKELY_IN,ordinary workplace IT support title signal,Legal,London,16.00,17.00,Hourly,33150.0,NO,"We are working alongside a prestigious global law firm, and they are seeking a paralegal to join their highly regarding funds practice. Given the global nature of the practice and the need to support US-based teams and clients, this role may require regular working hours aligned to the New York market, typically 2:00pm to 10:00pm UK time. The successful applicant will provide comprehensive support across a broad range of fund formation, fund raising and investment management matters, working closely with partners, associates, clients, and external stakeholders to ensure matters progress efficiently and to the highest standard. Daily duties will include supporting the coordination and execution of fund formation, fund closing and investment management matters, acting as a central point of contact between clients, lawyers, counterparties, investors, external advisers, and other stakeholders. You will proactively manage matter workstreams, monitor progress against key milestones and coordinate stakeholders to ensure deadlines and deliverables are achieved. You will build and maintain effective working relationships with clients and internal teams, facilitating collaboration and helpin…",,
19b69519-b19a-4e1a-ad2c-af5634865460,Claims Handler CH1,BORDERLINE,support title needs advert-context review,Insurance & Superannuation,Merseyside - Liverpool,,,Annual,,NO,"Ready to take your legal career to the next level? If so we are seeking a claims hander to join our Casualty Team.The claims handler will be responsible for managing a caseload of Public Liability claims up to a reserve value of £10,000. This includes personal injury, product liability and property damage. The handler will manage the claim from inception to settlement pre litigation. Key Accountabilities • To pro-actively manage a caseload of Public Liability & Property Damage claims• Maintain accurate data on relevant case management system• Comply with set client SLA's• Ensure quality service standards and productivity levels are maintained to a high standard• Undertake appropriate additional tasks provided by the Team LeaderWorking Hours 35 hours per weekMonday - Friday 9am - 5pm with 1 unpaid hour for lunchPrimary location for this role is Liverpool Office Experience, Skills and Qualifications • 6 months relevant experience or law degree or equivalent • Excellent attention to detail• Strong communication and negotiation skills• Strong organisational skills• Excellent client care and customer service skills• Ability to manage own volume workload via task management• Ability to w…",,
10d0e646-bd37-44ec-97de-e3bddec73fb8,Litigated Motor Recoveries Claims Handler,BORDERLINE,support title needs advert-context review,Insurance & Superannuation,Merseyside - Liverpool,,,Annual,,NO,"Claims Handler - Uninsured Loss Recoveries Liverpool / Hybrid Full-time 35 hours per week Join a Leading Insurance Law Firm Driving Results That Matter Keoghs LLP is one of the UK's leading insurance law firms-dynamic, forward-thinking, and dedicated to delivering exceptional outcomes for our clients. We're now looking for a talented and driven Claims Handler to join our Uninsured Loss Recovery (ULR) Team within our Corporate Risks division. If you thrive in a fast-paced legal environment, enjoy owning complex litigation caseloads, and want to make a real impact on recovery outcomes-this is your opportunity. What You'll Be Doing You'll take full ownership of litigated recovery claims, guiding cases from instruction through to resolution while maximising financial recovery for clients. Alongside managing your own caseload, you'll act as a technical referral point, supporting colleagues and strengthening team capability. Key Responsibilities: Review new instructions, identify technical issues, and set clear litigation strategies Manage a varied caseload, ensuring compliance with KPIs, SLAs, and court deadlines Conduct the full litigation process, including: Drafting legal documents (…",,
98f48080-a775-4856-9446-eade34ab8358,Legal Team Assistant,BORDERLINE,description-led IT support signal needs advert review,Legal,London,32000.00,32000.00,Annual,32000.0,NO,"Legal Team Assistant Location: City of London Salary: £32,000 per annum Job Type: Permanent Hours: Monday-Friday, 9:30am-5:30pm Working Pattern: Hybrid - 3 days office / 2 days home The Role An excellent opportunity has arisen for a Practice Support Assistant to join a leading law firm, providing essential administrative and file management support to legal teams. This role would suit someone with existing office-based legal administration experience who is highly organised, proactive and confident working as part of a busy team. Key Responsibilities Provide administrative support to Lawyers, Executive Assistants and Practice Assistants. Assist with diary, room and taxi bookings. Support client and marketing tasks, including CRM updates. Create, format and manage electronic documents. Open, close and maintain files and records. Assist with internal and external events, seminars and conferences. Handle printing, scanning, couriers and general administration. Support finance, billing and expense-related tasks. Ensure work is accurate, organised and completed within deadlines. About You Previous office-based legal administration experience. Strong communication and interpersonal skill",,
6205e2ee-e334-47e4-b37a-2e61fa2ff283,Industrial Disease Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Yorkshire - West,25000.00,35000.00,Annual,35000.0,NO,"Job Title: Industrial Disease Paralegal Salary: £25,000 to £30,000 Location: Castleford (hybrid working) Contract: Full Time, Permanent Role Overview: Supporting a fee earner with a litigated industrial disease caseload, exclusively focussing on NIHL (noise induced hearing loss) and military claim cases Providing comprehensive administrative support and legal assistance on matters, including updating clients and records. About the Firm: Our client are a leading practice in the employer liability injury and industrial disease space. They are a long-standing, reputable organisation with expertise throughout. They pride themselves on providing high-quality legal services and advice with modern practices and effective ways of working. Due to recent growth and success, the firm are seeking the hire of an experienced Paralegal with experience supporting / assisting with noise induced hearing loss matters. This is an exciting opportunity for a candidate to further their knowledge and career with a friendly, supportive and professional set up. About CRA Consulting: CRA Consulting are a specialist legal recruiter, operating across the UK. CRA works in partnership with reputable law firms wi…",,
3df99a58-3c9b-4961-af66-42767a80dd5d,Legal Assistant - Adult Social Care,LIKELY_IN,ordinary workplace IT support title signal,Legal,London,16.71,19.62,Hourly,38259.0,NO,"Job Title: Legal Assistant: Adult Social CareGrade: £16.71 (rate dependent on experience)Location: HybridContract: Temporary ongoing (initial assignment to January 2027, with a view to extend)Working Hours: 36 hours per week Job Overview HB Public Law, a shared service between a number of North West London boroughs and home countries local authorities, is recruiting a proactive and detail-oriented Legal Assistant. This is a key career-graded role designed to support HB Public Law by carrying out legal work and developing, implementing, and supporting cutting-edge practice management processes.This role ill be in the Adults Social Care Team, supporting a team of lawyers dealing with Adult Social Care matters, including Court of Protection applications and hearings and advice in respect of the Care Act 2014 and Mental Capacity Act. Legal assistants will have their own case load of matters to work under supervision.The successful candidate will play a central role in conducting a significant caseload across several legal specialisms. This position offers improved career opportunities and the chance to move between teams to cover a wider range of legal specialisms. Key Responsibilities…",,
244e6756-d03b-46c7-b8dc-b823c1deaff6,Legal Asistant Wills and Probate,BORDERLINE,description-led IT support signal needs advert review,Legal,Derbyshire,24500.00,26000.00,Annual,26000.0,NO,"Legal Assistant - Private Client About Us We are an established and client-focused law firm committed to delivering high-quality legal services with a professional and personal approach. Due to continued growth, we are seeking an experienced and proactive Legal Assistant to join our Private Client team in Bakewell. This is an excellent opportunity for a motivated individual with at least 1-2 years' legal support experience to further develop their career within a supportive and professional environment. The Role You will provide administrative and legal support to fee earners across a broad range of Private Client matters, including: Wills Probate Trusts Powers of Attorney Estate Administration This is a varied and hands-on role suited to someone who is highly organised, professional and confident working within a busy legal department. Key Responsibilities Opening, maintaining and closing client files in accordance with firm procedures. Drafting routine correspondence and legal documentation. Assisting with wills, probate applications, lasting powers of attorney, trusts and estate administration under supervision. Managing client onboarding processes, including ID verification and…",,
2269e8d9-dc0f-4c5a-8a7d-cde72731eefe,Legal Cashier,BORDERLINE,description-led IT support signal needs advert review,Legal,Nottinghamshire,26000.00,30000.00,Annual,30000.0,NO,"Job Title: Legal Cashier Location: Nottingham Contract: Permanent About the Firm We are a busy and well-established law firm providing legal services across a range of practice areas. Due to continued growth, we are seeking an experienced and reliable Legal Cashier to join their team. The Role The successful candidate will be responsible for the day-to-day management of the firm's financial transactions, ensuring compliance with the Solicitors Regulation Authority (SRA) Accounts Rules and supporting the smooth running of the accounts function. Key Responsibilities Processing client and office account transactions Handling electronic payments, transfers, and cheques Managing client balances and residual balances Bank reconciliations and posting transactions Processing bills, disbursements, and expenses Ensuring compliance with SRA Accounts Rules at all times Liaising with fee earners and external parties as required About You Previous experience as a Legal Cashier (essential) Strong knowledge of SRA Accounts Rules High level of accuracy and attention to detail Good organisational and time-management skills Ability to work independently and as part of a team Confident using legal acc…",,
21255758-1383-4dcc-8e36-9cf41f88256a,"Mortgage Administrator - Salary up to £27,000 - Bromsgrove NEW JOB",BORDERLINE,description-led IT support signal needs advert review,Administration,Worcestershire,25000.00,27000.00,Annual,27000.0,NO,"… an experienced administrator with a background in mortgages, financial services, or case management who enjoys working in a fast-paced environment and delivering exceptional customer service. As a Mortgage Administrator, you will play a key role in ensuring mortgage applications progress smoothly from submission through to completion. You will act as the main point of contact for lenders, brokers, solicitors, and clients, proactively managing cases and providing regular updates throughout the process. Key Responsibilities Progress mortgage applications from initial submission through to completion. Liaise with lenders, mortgage brokers, solicitors, and clients to obtain updates and required documentation. Monitor and manage a pipeline of mortgage cases, ensuring all deadlines are met. Chase outstanding information and documentation to keep applications moving forward. Provide clients with regular updates and exceptional customer service throughout the mortgage journey. Maintain accurate records and update internal systems. Resolve queries efficiently and professionally. Ensure all administration is completed accurately and in line with regulatory requirements. Skills & Experience Re…",,
09dde7df-9ac5-4008-84d8-d8576a3d5a58,Residential Property Paralegal (Full/Part-time) - Malmesbury,LIKELY_IN,ordinary workplace IT support title signal,Legal,Wiltshire,20000.00,30000.00,Annual,30000.0,NO,"Residential Property Paralegal - Full or Part-Time Location: Malmesbury The role We are looking for a Residential Property Paralegal to join a friendly and supportive residential property team. This is an excellent opportunity for someone with experience in residential conveyancing who is looking to develop their legal knowledge and take on increasing responsibility within a busy team. Your responsibilities will include: Assisting fee earners with the day-to-day progression of residential conveyancing matters, including sales, purchases, remortgages and transfers of equity. Preparing contracts, leases and other property-related documentation using case management systems and a variety of digital platforms and web-based portals. Drafting routine correspondence, preparing standard legal documents and maintaining accurate and up-to-date case files. Liaising with clients, estate agents, mortgage lenders, other solicitors and third parties to obtain information and progress matters efficiently. Assisting with client queries by telephone, email and in person, ensuring clients receive a professional and helpful service. Supporting fee earners with financial transactions, including liaisin…",,
00f47449-c044-4427-8f61-dd8dfe0ae938,Litigation Solicitor,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Devon,50000.00,70000.00,Annual,70000.0,YES,"Civil Litigation Solicitor / Litigation Lawyer (5+ PQE) Plymouth Hybrid Working Competitive Salary + Bonus Take the Next Step in Your Litigation Career An exciting opportunity has arisen for an experienced Civil Litigation Solicitor , Litigation Lawyer or Chartered Legal Executive (CILEx) to join a well-established law firm in Devon. You'll inherit a quality caseload and loyal client base from day one, giving you the opportunity to focus on delivering excellent legal advice, managing complex disputes and progressing your legal career. The Role You'll manage a varied civil litigation caseload , advising individuals and businesses across a broad range of contentious matters, including: Professional Negligence Property and Boundary Disputes Contentious Probate Landlord and Tenant Disputes Debt Recovery Personal Injury, including RTA, EL and PL claims General Civil Litigation Dispute Resolution You'll manage cases from initial instruction through to settlement, mediation or trial, working as part of a supportive team while enjoying genuine autonomy over your caseload. About You We're looking for an experienced Civil Litigation Solicitor , Litigation Lawyer or Chartered Legal Executive …",,
f78f1338-be23-4218-b069-9d8fdd30d0f7,Remote Conveyancing Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Greater Manchester - Manchester & Salford,30000.00,40000.00,Annual,40000.0,NO,"Remote Conveyancing Paralegal £ Quality. Technology. Flexibility. A Better Way to Do Conveyancing. We're partnering with a fast-growing, forward-thinking residential conveyancing firm that is using technology, smarter processes and a collaborative team structure to change the way property law is delivered. The firm is built around a simple idea: conveyancing should be simpler, clearer and faster - for clients and the people delivering it. If you're an experienced conveyancing paralegal looking for greater autonomy, better technology, a sustainable workload and the flexibility of a fully remote role, this could be an excellent next move. Why This Role Stands Out This is not a traditional conveyancing environment where paralegals are left to manage overwhelming caseloads with little support. You'll work within small, collaborative teams, with regular check-ins, structured 1-to-1s, feedback and personalised training. The firm takes a quality over quantity approach to workload, maintaining sustainable caseloads and giving teams capacity to deal with peaks without compromising client service. You'll benefit from: Sustainable caseloads and a strong focus on work-life balance Small, colla…",,
f1ae5063-6b55-4359-8107-5b8e54a2c994,Remote Conveyancing Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Wales South - Cardiff & Vale,30000.00,40000.00,Annual,40000.0,NO,"Remote Conveyancing Paralegal £ Quality. Technology. Flexibility. A Better Way to Do Conveyancing. We're partnering with a fast-growing, forward-thinking residential conveyancing firm that is using technology, smarter processes and a collaborative team structure to change the way property law is delivered. The firm is built around a simple idea: conveyancing should be simpler, clearer and faster - for clients and the people delivering it. If you're an experienced conveyancing paralegal looking for greater autonomy, better technology, a sustainable workload and the flexibility of a fully remote role, this could be an excellent next move. Why This Role Stands Out This is not a traditional conveyancing environment where paralegals are left to manage overwhelming caseloads with little support. You'll work within small, collaborative teams, with regular check-ins, structured 1-to-1s, feedback and personalised training. The firm takes a quality over quantity approach to workload, maintaining sustainable caseloads and giving teams capacity to deal with peaks without compromising client service. You'll benefit from: Sustainable caseloads and a strong focus on work-life balance Small, colla…",,
