anchor_location,anchor_region,anchor_job_count,nearby_location,nearby_region,nearby_job_count,distance_miles,distance_method,max_distance_miles,display_location_policy,review_status
Cheadle,Greater Manchester - South,1,Wilmslow,Cheshire - East,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Stretford,Greater Manchester - Manchester & Salford,1,5.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Altrincham,Greater Manchester - South,4,5.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Manchester,Greater Manchester - Manchester & Salford,55,5.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Salford,Greater Manchester - Manchester & Salford,5,6.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Ashton-under-lyne,Greater Manchester - South,2,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Knutsford,Cheshire - East,2,9.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Macclesfield,Cheshire - East,3,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cheadle,Greater Manchester - South,1,Warrington,Cheshire - Warrington & Halton,3,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsford,Essex,3,Brentwood,Essex,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Solihull,West Midlands - Birmingham & Solihull,3,4.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Knowle,West Midlands - Birmingham & Solihull,1,6.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Birmingham,West Midlands - Birmingham & Solihull,31,6.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Coventry,West Midlands - Coventry & Warwickshire,3,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Tamworth,Staffordshire,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Kenilworth,West Midlands - Coventry & Warwickshire,1,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Nuneaton,West Midlands - Coventry & Warwickshire,2,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Walsall,West Midlands - Black Country,1,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Tipton,West Midlands - Black Country,2,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Lichfield,Staffordshire,2,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chelmsley Wood,West Midlands - Birmingham & Solihull,2,Dudley,West Midlands - Black Country,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Shepperton,Surrey,1,2.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Staines,Surrey,2,3.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Walton-on-thames,Surrey,1,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Windsor,Berkshire,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Chessington,London,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Kingston Upon Thames,London,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Slough,Berkshire,2,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Isleworth,London,3,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Fetcham,Surrey,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Southall,London,1,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Bracknell,Berkshire,4,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Brentford,London,2,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Guildford,Surrey,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Epsom,Surrey,3,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Uxbridge,London,3,11.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Maidenhead,Berkshire,1,13.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Dorking,Surrey,2,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Morden,London,1,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Sutton,London,2,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Tadworth,Surrey,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Wandsworth,London,4,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Wokingham,Berkshire,1,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Middlesex,London,6,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Aldershot,Hampshire,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Carshalton,London,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chertsey,Surrey,1,Godalming,Surrey,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Amersham,Buckinghamshire,1,2.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Berkhamsted,Hertfordshire,1,4.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Kings Langley,Hertfordshire,1,6.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Hemel Hempstead,Hertfordshire,4,7.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,High Wycombe,Buckinghamshire,6,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Watford,Hertfordshire,2,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Bushey,London,1,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Uxbridge,London,3,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Marlow,Buckinghamshire,1,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,St. Albans,Hertfordshire,1,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Aylesbury,Buckinghamshire,3,12.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Slough,Berkshire,2,13.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Maidenhead,Berkshire,1,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Borehamwood,London,3,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Harrow,London,3,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Luton,Bedfordshire,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesham,Buckinghamshire,1,Windsor,Berkshire,1,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Epsom,Surrey,3,2.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Kingston Upon Thames,London,1,3.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Sutton,London,2,4.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Walton-on-thames,Surrey,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Morden,London,1,5.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Fetcham,Surrey,1,5.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Tadworth,Surrey,1,5.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Carshalton,London,1,5.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Shepperton,Surrey,1,6.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Wandsworth,London,4,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Isleworth,London,3,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Brentford,London,2,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Croydon,London,3,8.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Chertsey,Surrey,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Dorking,Surrey,2,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Staines,Surrey,2,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Redhill,Surrey,4,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Southall,London,1,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Knightsbridge,London,1,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Middlesex,London,6,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Lambeth,London,1,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Beckenham,London,1,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,London,London,220,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Bromley,London,4,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Horley,Surrey,1,14.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Guildford,Surrey,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Islington,London,1,14.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Oxted,Surrey,1,14.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Harrow,London,3,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chessington,London,1,Uxbridge,London,3,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester,Cheshire - West,5,Ellesmere Port,Cheshire - West,2,6.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester,Cheshire - West,5,Runcorn,Cheshire - Warrington & Halton,1,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Washington,"North East - Tyneside, Wearside & Northumberland",1,3.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Stanley,North East - County Durham & Darlington/Hartlepool,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Durham,North East - County Durham & Darlington/Hartlepool,6,5.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Gateshead,"North East - Tyneside, Wearside & Northumberland",6,7.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Meadowfield,North East - County Durham & Darlington/Hartlepool,1,7.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Newcastle Upon Tyne,"North East - Tyneside, Wearside & Northumberland",43,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Hebburn,"North East - Tyneside, Wearside & Northumberland",2,8.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Sunderland,"North East - Tyneside, Wearside & Northumberland",1,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Ryton,"North East - Tyneside, Wearside & Northumberland",1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Spennymoor,North East - County Durham & Darlington/Hartlepool,1,11.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Peterlee,North East - County Durham & Darlington/Hartlepool,1,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesterfield,Derbyshire,1,Sheffield,Yorkshire - South,11,9.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesterfield,Derbyshire,1,Sutton-in-ashfield,Nottinghamshire,1,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesterfield,Derbyshire,1,Brinsworth,Yorkshire - South,1,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesterfield,Derbyshire,1,Mansfield,Nottinghamshire,1,12.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chesterfield,Derbyshire,1,Rotherham,Yorkshire - South,3,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chichester,Sussex,1,Bognor Regis,Sussex,1,5.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chichester,Sussex,1,Havant,Hampshire,1,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chichester,Sussex,1,Portsmouth,Hampshire,2,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Sidcup,London,1,1.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Bromley,London,4,2.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Beckenham,London,1,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Dartford,Kent,1,6.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Croydon,London,3,7.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Rainham,London,1,8.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Lambeth,London,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Ilford,London,1,9.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Dagenham,London,2,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,London,London,220,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Carshalton,London,1,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Islington,London,1,11.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Sevenoaks,Kent,2,11.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Knightsbridge,London,1,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Oxted,Surrey,1,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Hornchurch,London,1,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Morden,London,1,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Wandsworth,London,4,12.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Sutton,London,2,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Upminster,London,1,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Chislehurst,London,1,Gravesend,Kent,2,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cirencester,Gloucestershire,1,Stroud,Gloucestershire,1,10.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cirencester,Gloucestershire,1,Swindon,Wiltshire,4,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Colchester,Essex,1,Alresford,Hampshire,2,4.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Congresbury,Bristol & Bath,1,Weston-super-mare,Somerset,2,7.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Congresbury,Bristol & Bath,1,Portishead,Bristol & Bath,1,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Congresbury,Bristol & Bath,1,Bristol,Bristol & Bath,33,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Corby,Northamptonshire,1,Kettering,Northamptonshire,2,6.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Corby,Northamptonshire,1,Rushden,Northamptonshire,1,14.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cottingham,Yorkshire - East,1,Hessle,Yorkshire - East,2,4.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cottingham,Yorkshire - East,1,Hull,Yorkshire - East,17,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Kenilworth,West Midlands - Coventry & Warwickshire,1,4.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Nuneaton,West Midlands - Coventry & Warwickshire,2,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Leamington Spa,West Midlands - Coventry & Warwickshire,1,8.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Knowle,West Midlands - Birmingham & Solihull,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Chelmsley Wood,West Midlands - Birmingham & Solihull,2,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Rugby,West Midlands - Coventry & Warwickshire,1,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Solihull,West Midlands - Birmingham & Solihull,3,11.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Coventry,West Midlands - Coventry & Warwickshire,3,Southam,West Midlands - Coventry & Warwickshire,1,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cramlington,"North East - Tyneside, Wearside & Northumberland",1,Blyth,"North East - Tyneside, Wearside & Northumberland",1,4.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cramlington,"North East - Tyneside, Wearside & Northumberland",1,Newcastle Upon Tyne,"North East - Tyneside, Wearside & Northumberland",43,7.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Cramlington,"North East - Tyneside, Wearside & Northumberland",1,Hebburn,"North East - Tyneside, Wearside & Northumberland",2,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
